case_id,trip_duration_days,miles_traveled,total_receipts_amount,predicted_reimbursement
3080,9,526.0,462.04,968.58
3081,4,919.0,2456.25,1614.32
3082,8,818.0,241.97,1113.31
3083,2,655.0,1246.21,1356.67
3084,4,1145.0,299.26,839.79
3085,5,994.0,181.33,907.48
3086,2,571.0,2199.38,1450.49
3087,3,329.0,888.12,1085.09
3088,7,159.0,682.06,921.89
3089,2,365.0,11.28,391.18
3090,6,872.0,1038.08,1702.55
3091,12,354.0,378.99,1007.89
3092,10,314.0,159.92,844.06
3093,11,960.0,1816.98,1796.66
3094,3,1166.0,356.59,751.4
3095,12,981.0,1183.2,1960.18
3096,10,34.0,1008.94,1390.87
3097,11,228.0,2325.31,1615.45
3098,13,415.0,1988.38,1772.49
3099,1,1190.0,2159.46,1439.42
3100,12,77.0,449.98,825.13
3101,12,501.0,1765.78,1806.52
3102,6,1063.0,1148.02,1877.91
3103,6,970.0,2333.05,1779.39
3104,1,895.0,523.06,696.33
3105,12,356.0,511.04,1006.84
3106,4,447.0,811.08,1098.54
3107,13,847.0,766.51,1752.91
3108,1,1102.0,122.35,535.75
3109,6,784.0,852.13,1537.8
3110,7,1119.0,811.17,1843.89
3111,7,33.0,2458.22,1514.92
3112,10,1044.0,1810.59,1897.93
3113,8,802.0,432.73,1160.53
3114,8,854.0,185.36,1091.86
3115,7,633.0,2018.86,1697.3
3116,3,791.0,2476.14,1560.49
3117,14,1177.0,2310.37,1915.57
3118,7,1106.0,1481.5,1951.91
3119,3,622.0,2115.9,1497.74
3120,12,338.0,2293.36,1687.33
3121,7,700.0,1300.59,1793.36
3122,2,769.0,492.02,733.75
3123,11,88.0,2415.55,1579.21
3124,14,151.0,161.05,1001.81
3125,10,778.0,2495.38,1733.05
3126,1,300.0,1067.37,998.84
3127,1,287.0,162.22,277.18
3128,11,226.0,74.57,861.62
3129,3,62.0,1653.23,1292.63
3130,13,217.0,1222.84,1708.25
3131,7,1093.0,2452.47,1827.55
3132,5,751.0,399.59,943.99
3133,6,189.0,1400.22,1495.37
3134,14,1096.0,132.24,1359.41
3135,12,119.0,214.08,806.99
3136,1,781.0,1879.26,1438.31
3137,5,617.0,2140.76,1647.5
3138,12,813.0,694.43,1650.71
3139,10,235.0,1807.21,1591.42
3140,12,1126.0,2463.8,1819.24
3141,12,53.0,13.7,827.04
3142,4,837.0,1575.64,1580.0
3143,5,372.0,429.81,720.42
3144,9,1113.0,2392.78,1794.75
3145,13,522.0,204.81,1195.49
3146,8,1117.0,397.95,1262.03
3147,4,374.0,838.28,1089.29
3148,12,955.0,1180.66,1939.24
3149,8,204.0,1021.68,1371.12
3150,2,209.0,1827.38,1266.49
3151,11,1159.0,2131.64,1916.04
3152,7,576.0,1446.71,1660.32
3153,1,466.0,1974.74,1295.96
3154,9,930.0,1561.39,1874.34
3155,11,1018.0,730.26,1679.77
3156,11,721.0,811.76,1688.58
3157,14,967.0,1907.51,1950.62
3158,6,652.0,1549.86,1726.81
3159,13,529.0,208.67,1184.48
3160,3,931.0,2093.23,1524.39
3161,5,1083.0,788.17,1332.17
3162,11,171.0,1303.78,1612.89
3163,13,695.0,162.6,1235.68
3164,13,457.0,1104.08,1774.44
3165,7,517.0,741.22,1186.69
3166,4,842.0,1620.59,1579.36
3167,7,679.0,1233.56,1653.77
3168,13,746.0,1143.14,1869.7
3169,14,237.0,1810.22,1805.45
3170,13,1183.0,1395.35,2102.64
3171,14,1017.0,1297.94,2031.3
3172,5,62.0,634.56,672.84
3173,3,930.0,1245.04,1469.53
3174,7,892.0,1017.52,1903.49
3175,6,443.0,1244.16,1509.47
3176,9,107.0,26.33,625.14
3177,2,874.0,546.66,755.92
3178,1,77.0,2097.69,1200.42
3179,11,1033.0,1492.46,1951.61
3180,3,169.0,1950.58,1355.69
3181,1,1011.0,1729.37,1427.11
3182,10,928.0,2376.17,1744.28
3183,3,665.0,612.06,853.75
3184,4,762.0,1609.62,1610.82
3185,8,503.0,2334.48,1569.99
3186,5,956.0,1737.78,1705.88
3187,1,697.0,324.83,514.83
3188,5,120.0,830.66,994.28
3189,11,505.0,2013.07,1698.93
3190,6,652.0,2401.9,1723.14
3191,1,57.0,1034.18,865.24
3192,1,232.0,1351.84,1149.73
3193,13,755.0,1967.37,1850.48
3194,8,848.0,2065.91,1741.62
3195,7,684.0,1615.5,1707.43
3196,14,985.0,820.09,1872.52
3197,4,992.0,855.62,1293.3
3198,1,705.0,415.99,402.25
3199,12,817.0,1475.33,1885.23
3200,8,513.0,1018.07,1385.32
3201,11,936.0,123.81,1227.88
3202,13,1114.0,1191.58,2067.22
3203,8,151.0,1158.94,1457.61
3204,10,896.0,2348.49,1740.05
3205,3,313.0,1106.62,1238.22
3206,8,694.0,2472.77,1637.97
3207,5,903.0,1617.63,1711.41
3208,6,1171.0,1620.46,1876.69
3209,6,914.0,2132.81,1767.37
3210,12,203.0,140.2,882.51
3211,10,812.0,828.4,1665.39
3212,3,197.0,1450.76,1302.01
3213,14,1053.0,694.32,1726.08
3214,10,1029.0,1812.81,1882.65
3215,7,512.0,996.83,1453.4
3216,13,159.0,1274.39,1702.41
3217,10,1037.0,505.68,1338.69
3218,9,871.0,973.3,1747.38
3219,5,283.0,584.97,761.83
3220,4,81.0,748.32,747.65
3221,7,679.0,571.08,1149.21
3222,1,1098.0,2232.36,1442.48
3223,9,924.0,2448.86,1773.33
3224,8,890.0,141.74,1135.86
3225,14,391.0,1807.07,1848.82
3226,10,1139.0,287.14,1325.0
3227,2,621.0,1829.01,1450.89
3228,13,41.0,987.53,1507.57
3229,11,452.0,951.44,1474.64
3230,6,100.0,1358.49,489.37
3231,2,670.0,977.28,1209.15
3232,13,656.0,1677.7,1874.61
3233,12,1091.0,2127.14,1856.85
3234,6,436.0,863.08,1230.19
3235,10,276.0,263.81,814.68
3236,6,1184.0,193.66,1146.67
3237,2,1078.0,1250.94,1441.74
3238,14,1091.0,1797.86,2028.97
3239,1,519.0,838.23,839.47
3240,6,1065.0,2354.31,1779.87
3241,11,706.0,655.72,1528.49
3242,11,1127.0,1530.67,2124.68
3243,5,103.0,2125.48,1479.26
3244,13,825.0,1345.43,1902.97
3245,2,891.0,456.5,701.55
3246,6,296.0,2441.08,1583.77
3247,2,538.0,1730.53,1404.79
3248,10,518.0,566.56,1104.85
3249,13,52.0,988.08,1514.61
3250,2,22.0,1327.87,1158.89
3251,3,622.0,718.72,938.84
3252,9,312.0,2461.64,1567.77
3253,1,332.0,2091.06,1227.93
3254,12,593.0,2367.49,1762.65
3255,7,514.0,1263.73,1599.22
3256,14,330.0,938.05,1644.7
3257,11,459.0,1252.75,1707.94
3258,4,219.0,2379.92,1458.43
3259,9,27.0,1929.56,1489.91
3260,3,160.0,2310.14,1387.72
3261,14,1202.0,1377.25,2144.53
3262,3,875.0,2274.34,1537.18
3263,10,562.0,944.86,1519.97
3264,11,654.0,300.54,1090.89
3265,2,12.0,1667.5,1219.09
3266,13,551.0,2115.76,1798.17
3267,10,173.0,2363.17,1562.99
3268,4,588.0,1730.87,1547.84
3269,7,266.0,214.05,750.85
3270,3,622.0,1251.44,1423.28
3271,14,351.0,2382.64,1785.13
3272,5,604.0,1423.42,1624.0
3273,6,1058.0,1860.5,1814.33
3274,11,1195.0,1852.81,1967.98
3275,9,359.0,307.32,824.29
3276,6,172.0,1582.96,1504.12
3277,12,466.0,2075.78,1726.51
3278,6,479.0,2319.91,1614.11
3279,14,172.0,282.4,1041.48
3280,8,1159.0,1621.54,1850.51
3281,9,59.0,284.74,576.14
3282,8,342.0,2245.83,1542.55
3283,4,959.0,1561.03,1589.04
3284,2,1144.0,1786.74,1486.55
3285,10,1026.0,308.28,1303.5
3286,7,415.0,115.72,816.2
3287,4,569.0,849.62,1206.89
3288,11,535.0,1312.88,1754.71
3289,1,104.0,1130.15,1008.34
3290,9,310.0,2118.19,1568.92
3291,13,160.0,1299.49,732.37
3292,4,374.0,2467.5,1503.02
3293,6,694.0,1938.45,1742.26
3294,10,15.0,951.42,1316.62
3295,12,1146.0,2373.49,1837.18
3296,11,104.0,2416.57,1584.18
3297,4,770.0,2211.62,1607.39
3298,14,362.0,1122.69,1801.02
3299,2,320.0,125.91,393.89
3300,2,232.0,1675.71,1271.5
3301,9,869.0,266.51,1081.98
3302,6,711.0,1710.43,1749.04
3303,8,864.0,1412.68,1782.68
3304,4,66.0,448.88,484.23
3305,3,6.0,2403.76,1295.79
3306,1,1013.0,1274.31,1371.71
3307,8,1097.0,775.1,1763.36
3308,12,831.0,1746.32,1883.72
3309,6,1105.0,558.69,1283.1
3310,12,750.0,1944.18,1812.4
3311,9,998.0,1829.57,1848.13
3312,9,355.0,712.25,1024.15
3313,8,381.0,1914.75,1549.71
3314,14,618.0,1473.06,1887.68
3315,9,810.0,824.65,1641.7
3316,5,460.0,2071.96,1562.17
3317,5,781.0,890.68,1477.02
3318,5,885.0,600.99,893.93
3319,12,1150.0,2275.86,1834.68
3320,1,920.0,2321.29,1447.47
3321,8,984.0,505.26,1269.61
3322,13,70.0,949.45,1463.27
3323,14,239.0,1329.69,1784.03
3324,3,1190.0,1007.56,1356.38
3325,2,946.0,469.49,528.27
3326,10,582.0,858.93,1452.25
3327,9,1036.0,1679.54,1882.49
3328,8,303.0,610.49,634.15
3329,5,796.0,878.39,1465.91
3330,11,18.0,1547.38,1565.61
3331,13,1184.0,313.41,1346.93
3332,7,21.0,1933.68,1497.99
3333,11,291.0,157.56,896.61
3334,3,630.0,495.89,747.75
3335,13,84.0,1997.66,1663.63
3336,12,246.0,2264.56,1659.98
3337,14,303.0,695.56,1301.97
3338,9,477.0,786.06,1169.53
3339,13,894.0,2201.94,1851.17
3340,8,267.0,1783.99,423.29
3341,14,296.0,2050.11,1827.96
3342,1,832.0,475.68,649.56
3343,7,150.0,1803.93,1554.14
3344,6,131.0,594.41,748.04
3345,8,188.0,909.43,1218.79
3346,10,422.0,956.87,1424.22
3347,12,129.0,332.85,842.21
3348,12,174.0,71.96,976.15
3349,4,947.0,1006.93,1433.91
3350,6,275.0,257.47,699.81
3351,13,413.0,1698.28,1823.07
3352,3,309.0,1581.24,1394.18
3353,2,177.0,2338.93,1283.88
3354,11,811.0,1265.63,1846.02
3355,2,262.0,2023.89,1308.02
3356,3,1070.0,1756.38,1502.09
3357,7,929.0,748.63,1534.1
3358,3,194.0,1740.75,1337.77
3359,11,724.0,608.53,1491.38
3360,14,1098.0,242.95,1356.25
3361,1,1042.0,1842.3,1433.32
3362,7,354.0,1698.06,1628.69
3363,10,465.0,174.57,916.15
3364,1,644.0,637.03,693.57
3365,14,113.0,304.33,972.82
3366,5,155.0,182.33,545.4
3367,13,1148.0,1834.38,2033.95
3368,5,1127.0,1307.78,1672.82
3369,1,855.0,1113.26,1288.7
3370,14,297.0,684.62,1291.76
3371,3,259.0,43.27,488.85
3372,14,488.0,155.66,1247.29
3373,3,280.0,2326.02,1432.69
3374,5,354.0,1122.34,1384.32
3375,12,490.0,562.68,1211.49
3376,14,1132.0,1090.29,2104.77
3377,3,779.0,956.33,1357.64
3378,1,866.0,1399.94,1395.5
3379,6,241.0,1648.61,1546.61
3380,10,971.0,2048.05,1764.38
3381,12,950.0,849.7,1811.37
3382,6,1166.0,833.38,1802.31
3383,14,22.0,1367.34,1683.74
3384,6,72.0,1140.85,1337.27
3385,13,488.0,2502.71,1768.71
3386,10,1151.0,853.43,1961.55
3387,9,1133.0,552.84,1366.66
3388,10,219.0,1764.66,1583.61
3389,8,569.0,1509.39,1587.5
3390,9,225.0,49.86,717.48
3391,5,954.0,1187.97,1644.9
3392,1,533.0,1914.76,1323.19
3393,7,869.0,263.06,1111.01
3394,13,940.0,2466.91,1841.35
3395,11,1071.0,931.13,1965.57
3396,12,661.0,1842.59,1789.77
3397,13,237.0,716.4,1199.52
3398,6,559.0,1764.27,1626.43
3399,6,354.0,528.22,854.72
3400,9,406.0,256.94,844.3
3401,13,475.0,1890.05,1839.07
3402,14,269.0,704.5,1284.48
3403,14,28.0,1200.31,1654.45
3404,2,291.0,475.31,483.15
3405,2,755.0,1208.75,1420.96
3406,14,383.0,1185.58,1819.81
3407,4,947.0,482.99,817.25
3408,9,387.0,1845.6,1586.55
3409,5,1053.0,1371.16,1700.32
3410,13,636.0,1292.86,1863.0
3411,2,69.0,158.81,192.82
3412,14,1061.0,247.98,1349.77
3413,14,1092.0,2017.53,1998.61
3414,13,813.0,1482.7,1903.14
3415,3,1080.0,401.39,781.73
3416,10,350.0,910.83,1353.8
3417,10,120.0,1702.63,1555.28
3418,13,491.0,1644.2,1846.07
3419,13,182.0,2474.0,1700.85
3420,12,950.0,1476.36,1931.8
3421,12,241.0,915.63,1442.76
3422,9,532.0,1068.9,1550.84
3423,3,890.0,143.37,762.93
3424,10,395.0,1084.65,1542.81
3425,3,1141.0,709.25,1026.04
3426,12,51.0,209.09,725.02
3427,10,1023.0,565.71,1359.16
3428,1,173.0,115.49,179.37
3429,12,969.0,912.74,1923.64
3430,2,885.0,446.13,706.84
3431,1,1058.0,551.28,706.34
3432,8,360.0,2417.9,1547.53
3433,2,229.0,2144.46,1298.46
3434,11,1135.0,1050.9,2100.62
3435,10,758.0,576.72,1458.97
3436,12,870.0,1242.91,1888.24
3437,14,526.0,1762.91,1868.43
3438,9,482.0,66.46,866.5
3439,14,774.0,1236.22,1895.69
3440,5,558.0,1906.87,1622.63
3441,13,1118.0,913.89,1996.49
3442,9,179.0,47.43,678.37
3443,5,23.0,593.68,628.83
3444,11,120.0,1904.58,1594.98
3445,8,764.0,2262.67,1659.38
3446,9,427.0,1805.55,1595.45
3447,6,21.0,439.68,586.37
3448,11,556.0,2234.42,1706.19
3449,13,1166.0,1080.18,2095.24
3450,1,84.0,1685.76,1192.97
3451,8,1120.0,73.03,1210.87
3452,8,210.0,295.93,653.74
3453,12,400.0,1310.11,1747.22
3454,14,481.0,2245.19,1818.09
3455,10,469.0,1622.57,1639.42
3456,12,1085.0,1580.2,2012.86
3457,10,523.0,2251.35,1642.79
3458,3,790.0,1932.96,1523.72
3459,2,280.0,589.78,543.6
3460,1,76.0,1779.23,1188.08
3461,6,682.0,1901.86,1731.8
3462,14,950.0,1872.32,1948.36
3463,11,701.0,1056.91,1766.9
3464,7,937.0,2205.91,1818.28
3465,6,80.0,626.58,729.61
3466,10,338.0,1743.66,1604.2
3467,4,174.0,2340.75,1437.44
3468,11,1173.0,2196.14,1927.12
3469,2,264.0,1974.56,1300.68
3470,1,738.0,1401.91,1374.27
3471,11,326.0,2245.47,1635.31
3472,14,1100.0,733.49,1447.86
3473,4,510.0,486.22,801.46
3474,11,678.0,1328.9,1810.57
3475,13,1041.0,342.12,1326.06
3476,3,674.0,2482.12,1532.95
3477,7,844.0,1290.35,1857.76
3478,3,537.0,1202.88,1380.16
3479,5,890.0,699.84,1312.66
3480,4,316.0,1981.57,1474.7
3481,14,762.0,1656.48,1906.12
3482,8,421.0,38.51,774.58
3483,13,205.0,322.76,1017.64
3484,14,676.0,1951.47,1889.1
3485,6,706.0,2158.94,1733.89
3486,3,390.0,508.09,666.5
3487,10,342.0,1192.02,1588.13
3488,7,429.0,1224.56,1548.26
3489,3,889.0,2252.66,1531.52
3490,8,839.0,1374.73,1772.76
3491,11,1001.0,2349.18,1789.24
3492,1,1086.0,1523.47,1409.38
3493,2,316.0,857.9,854.83
3494,12,710.0,929.78,1767.43
3495,9,5.0,2142.47,1478.1
3496,10,428.0,2146.49,1615.7
3497,3,1179.0,412.37,781.42
3498,4,229.0,2390.01,1475.51
3499,11,343.0,519.02,962.85
3500,8,175.0,1202.83,1438.61
3501,2,360.0,1743.98,1327.23
3502,4,494.0,1767.78,1532.62
3503,10,1062.0,1884.7,1883.9
3504,11,238.0,1462.0,1676.1
3505,4,478.0,753.35,1039.37
3506,5,609.0,2232.53,1652.34
3507,5,506.0,1760.51,1617.69
3508,6,394.0,837.4,1201.79
3509,2,467.0,2205.58,1407.81
3510,11,1021.0,2314.2,1792.0
3511,11,551.0,1803.43,1712.84
3512,5,593.0,1687.02,1646.94
3513,10,865.0,886.38,1728.83
3514,8,427.0,1422.29,1544.49
3515,13,768.0,1582.64,1894.46
3516,10,455.0,1507.87,1628.45
3517,11,903.0,1814.1,1810.45
3518,13,532.0,2124.65,1794.42
3519,13,681.0,231.51,1226.5
3520,14,1005.0,433.32,1357.63
3521,9,322.0,1381.58,1549.23
3522,10,15.0,932.33,1291.68
3523,5,1047.0,1893.69,1693.76
3524,13,190.0,2384.65,1700.62
3525,14,558.0,2328.59,1827.86
3526,11,310.0,1045.05,1516.26
3527,13,750.0,848.45,1761.77
3528,7,1090.0,1318.86,1922.59
3529,4,204.0,468.73,591.02
3530,13,450.0,758.0,1376.91
3531,2,1012.0,294.55,658.25
3532,5,811.0,1504.54,1701.02
3533,14,1058.0,633.52,1591.23
3534,4,1112.0,2109.23,1583.27
3535,1,697.0,2019.71,1419.42
3536,2,167.0,773.02,687.25
3537,1,843.0,1385.13,1386.23
3538,11,994.0,526.1,1412.53
3539,1,997.0,2411.48,1451.39
3540,13,411.0,684.04,1261.06
3541,11,827.0,2087.47,1783.96
3542,7,1193.0,2220.19,1887.64
3543,7,243.0,903.95,1278.85
3544,7,1021.0,1716.61,1896.51
3545,3,28.0,768.96,683.65
3546,5,366.0,2081.51,1551.36
3547,12,109.0,549.86,900.22
3548,6,318.0,1552.66,1566.43
3549,11,851.0,180.43,1164.26
3550,6,99.0,879.93,1148.35
3551,11,295.0,1933.93,1628.23
3552,14,278.0,903.28,1588.79
3553,12,289.0,716.09,1136.33
3554,6,210.0,187.03,651.14
3555,3,566.0,2047.2,1497.54
3556,4,420.0,1354.92,1453.51
3557,4,370.0,1569.0,1468.35
3558,7,811.0,2059.44,1821.52
3559,5,1125.0,2376.67,1684.81
3560,5,917.0,866.83,1467.84
3561,6,815.0,2088.38,1769.68
3562,11,586.0,1235.33,1759.77
3563,8,432.0,1219.51,1485.38
3564,5,279.0,1605.64,1511.75
3565,4,83.0,1706.5,1362.6
3566,8,972.0,478.56,1249.18
3567,5,487.0,1141.21,1447.54
3568,12,988.0,1222.44,1960.51
3569,4,42.0,879.19,916.28
3570,3,973.0,623.3,914.03
3571,8,1179.0,903.76,1959.2
3572,3,676.0,227.2,701.74
3573,14,197.0,1707.13,1789.42
3574,4,580.0,2199.14,1559.89
3575,7,42.0,1889.73,1506.96
3576,2,979.0,1076.09,1383.76
3577,10,739.0,2027.81,1725.99
3578,1,1012.0,1823.95,1430.99
3579,13,834.0,2304.94,1845.13
3580,11,822.0,2288.9,1770.97
3581,3,563.0,808.72,1119.53
3582,13,135.0,1911.42,1731.68
3583,1,914.0,917.33,1173.33
3584,3,315.0,666.07,741.1
3585,12,664.0,614.88,1484.38
3586,13,124.0,69.79,1029.84
3587,7,910.0,2487.83,1800.59
3588,14,596.0,2250.94,1833.53
3589,3,911.0,1994.97,1513.64
3590,4,258.0,2149.86,1459.95
3591,9,616.0,1929.68,1645.25
3592,1,381.0,199.77,308.3
3593,9,657.0,2436.41,1660.63
3594,5,721.0,699.79,1236.39
3595,14,412.0,512.56,1259.74
3596,13,71.0,1735.36,1696.71
3597,10,835.0,101.55,1110.61
3598,13,59.0,287.66,829.17
3599,8,855.0,2230.39,1740.73
3600,2,960.0,648.01,853.76
3601,13,1065.0,69.15,1339.66
3602,12,743.0,959.02,1777.23
3603,1,709.0,615.38,707.09
3604,2,1088.0,1927.06,1498.83
3605,2,928.0,284.26,664.87
3606,9,133.0,43.25,645.99
3607,13,756.0,566.87,1540.25
3608,6,967.0,980.76,1702.38
3609,9,583.0,686.58,1160.94
3610,11,258.0,2341.49,1620.79
3611,7,518.0,1327.97,1618.78
3612,5,889.0,539.99,895.39
3613,7,1180.0,2005.65,1892.75
3614,11,299.0,1272.58,1655.49
3615,4,937.0,1763.74,1572.45
3616,9,528.0,1638.06,1628.12
3617,4,202.0,2201.42,1453.84
3618,5,1088.0,848.78,1377.06
3619,3,385.0,661.98,748.27
3620,12,301.0,1540.1,1746.65
3621,11,880.0,1850.84,1793.29
3622,8,313.0,101.5,704.61
3623,5,285.0,461.94,683.09
3624,5,1090.0,160.49,886.74
3625,11,455.0,1749.73,1672.63
3626,12,1054.0,2367.46,1827.41
3627,7,984.0,283.37,1170.77
3628,13,917.0,1348.78,1937.66
3629,12,931.0,416.59,1327.57
3630,7,1054.0,423.28,1242.78
3631,11,1046.0,1742.76,1817.31
3632,5,28.0,1192.71,1290.28
3633,13,764.0,1728.9,1888.84
3634,12,22.0,422.67,764.5
3635,3,413.0,1748.03,1450.06
3636,5,335.0,1575.87,1523.81
3637,11,423.0,92.0,914.69
3638,6,1138.0,1406.4,1879.04
3639,2,293.0,1622.13,1286.16
3640,8,1183.0,65.92,1262.29
3641,10,809.0,2382.96,1733.76
3642,10,1172.0,373.88,1341.95
3643,14,211.0,285.56,1111.08
3644,6,864.0,1914.13,1785.91
3645,13,971.0,1406.55,1974.26
3646,8,421.0,1724.36,1562.78
3647,6,1067.0,846.44,1738.36
3648,1,1203.0,902.8,1150.85
3649,6,40.0,908.72,1128.78
3650,6,278.0,996.4,1328.25
3651,4,636.0,2403.63,1583.43
3652,2,215.0,2411.01,1286.89
3653,13,804.0,1533.12,1903.04
3654,7,498.0,1525.52,1652.06
3655,2,1109.0,1005.15,1341.49
3656,1,365.0,2144.91,1261.87
3657,4,181.0,772.36,858.23
3658,13,415.0,2268.35,1765.64
3659,6,1119.0,826.4,1758.67
3660,4,279.0,1147.44,1298.3
3661,3,529.0,2361.05,1495.28
3662,14,748.0,2401.58,1857.75
3663,14,1200.0,1708.77,2101.13
3664,8,193.0,405.3,695.97
3665,6,833.0,1542.76,1777.06
3666,11,760.0,865.82,1729.71
3667,5,606.0,191.53,818.17
3668,1,406.0,246.75,336.01
3669,12,730.0,798.19,1686.75
3670,3,887.0,1016.74,1398.0
3671,3,239.0,1521.1,1335.46
3672,9,855.0,231.02,1029.88
3673,12,88.0,68.36,824.55
3674,8,650.0,2205.19,1616.73
3675,13,87.0,1957.07,1680.78
3676,5,178.0,1706.04,1491.89
3677,11,595.0,2290.53,1718.2
3678,12,508.0,1031.39,1698.93
3679,4,270.0,1454.16,1404.86
3680,5,537.0,637.75,981.39
3681,5,521.0,1645.8,1617.74
3682,6,659.0,482.09,1030.46
3683,7,1104.0,223.77,1215.34
3684,14,250.0,946.02,1620.05
3685,3,535.0,891.19,1202.79
3686,1,865.0,850.11,1083.58
3687,4,535.0,286.19,743.86
3688,13,289.0,499.85,1111.12
3689,14,309.0,2260.06,1783.03
3690,12,1096.0,1631.83,1993.13
3691,5,980.0,1762.43,1718.18
3692,10,1157.0,2109.22,1895.02
3693,1,265.0,2049.06,1210.92
3694,7,565.0,2087.11,1682.71
3695,13,112.0,1083.08,1628.03
3696,4,186.0,1085.06,1234.7
3697,3,164.0,1760.72,1329.9
3698,7,1081.0,1470.76,1925.27
3699,3,100.0,1237.21,1222.86
3700,8,706.0,1936.19,1636.35
3701,12,140.0,1216.08,1633.82
3702,10,1148.0,1557.24,1989.18
3703,7,347.0,1335.57,1573.06
3704,3,317.0,1738.42,1407.94
3705,6,164.0,1402.54,1479.76
3706,9,987.0,1470.73,1876.78
3707,8,634.0,223.64,912.46
3708,10,353.0,192.45,850.27
3709,3,319.0,2394.14,1452.68
3710,5,442.0,1580.26,1558.2
3711,6,461.0,605.66,977.09
3712,8,334.0,697.95,942.06
3713,6,596.0,747.41,1230.24
3714,13,714.0,313.33,1249.36
3715,6,883.0,1185.32,1778.7
3716,2,588.0,1969.07,1444.32
3717,11,303.0,888.34,1331.36
3718,12,763.0,2276.47,1802.87
3719,7,964.0,781.41,1653.9
3720,11,281.0,2075.03,1631.79
3721,1,306.0,116.33,299.44
3722,2,243.0,228.94,340.91
3723,8,982.0,1279.18,1844.75
3724,9,615.0,1475.14,1643.85
3725,8,716.0,69.63,930.35
3726,10,928.0,1638.16,1776.64
3727,9,24.0,620.56,759.67
3728,14,238.0,525.79,1163.39
3729,3,604.0,366.83,700.29
3730,11,137.0,1728.83,1592.71
3731,1,259.0,2306.57,1210.8
3732,13,1020.0,1874.71,1954.13
3733,6,516.0,284.72,855.55
3734,8,1185.0,675.98,1532.13
3735,2,582.0,1883.45,1443.17
3736,4,375.0,363.77,632.25
3737,14,452.0,2109.36,1815.45
3738,1,121.0,2341.02,1182.72
3739,6,238.0,81.46,642.38
3740,5,1142.0,650.85,1176.27
3741,6,676.0,2040.89,1727.91
3742,4,1099.0,2257.46,1581.12
3743,2,183.0,1771.14,1248.85
3744,11,863.0,1435.31,1871.1
3745,4,578.0,1247.13,1477.2
3746,4,446.0,106.7,625.71
3747,11,862.0,1925.31,1795.69
3748,12,1103.0,1647.44,2005.83
3749,1,884.0,2210.64,1452.88
3750,7,1069.0,1180.31,1960.55
3751,7,586.0,787.96,1310.53
3752,13,1176.0,1565.73,2082.39
3753,3,780.0,878.96,1305.09
3754,9,865.0,1671.92,1722.28
3755,14,168.0,208.35,1054.62
3756,3,660.0,1180.95,1422.84
3757,13,94.0,265.79,899.71
3758,7,1061.0,390.62,1229.99
3759,5,513.0,2091.65,1616.19
3760,3,1170.0,1254.66,1448.6
3761,7,201.0,1013.75,1385.06
3762,4,531.0,2257.04,1552.77
3763,6,274.0,118.22,682.39
3764,4,256.0,669.24,753.59
3765,2,998.0,1585.97,1482.2
3766,10,316.0,839.45,1210.98
3767,8,987.0,1378.86,1803.92
3768,14,618.0,1420.54,1882.6
3769,9,317.0,1750.45,1575.54
3770,3,1048.0,221.71,754.23
3771,9,535.0,855.3,1274.73
3772,6,1004.0,365.88,1115.19
3773,11,239.0,301.33,847.22
3774,6,507.0,1993.58,1612.82
3775,4,139.0,827.59,907.84
3776,3,673.0,1430.16,1478.05
3777,13,955.0,461.29,1371.85
3778,2,573.0,2161.33,1450.73
3779,8,720.0,776.95,1457.42
3780,9,746.0,1833.92,1695.69
3781,2,222.0,929.47,932.04
3782,11,465.0,62.58,1008.2
3783,10,832.0,1806.33,1756.52
3784,2,408.0,2337.53,1376.0
3785,11,965.0,968.4,1907.86
3786,6,119.0,811.38,1066.75
3787,7,599.0,160.3,894.57
3788,8,1167.0,2028.72,1782.61
3789,13,279.0,520.01,1022.73
3790,14,974.0,235.62,1332.69
3791,9,627.0,1639.76,1656.32
3792,14,760.0,747.74,1742.3
3793,2,796.0,1035.3,1341.69
3794,1,155.0,192.65,189.52
3795,11,1003.0,2267.05,1794.64
3796,14,884.0,228.32,1314.1
3797,8,1083.0,976.86,1973.01
3798,4,940.0,893.93,1347.16
3799,9,82.0,1797.2,1524.34
3800,13,871.0,50.03,1281.85
3801,14,813.0,1619.91,1916.84
3802,5,946.0,1688.0,1729.83
3803,12,513.0,2457.28,1738.24
3804,4,846.0,1906.94,1578.42
3805,8,801.0,1484.09,1788.69
3806,3,834.0,372.45,794.18
3807,14,499.0,1614.44,1869.09
3808,3,1032.0,2185.32,1519.62
3809,5,222.0,1642.14,1503.28
3810,10,677.0,1287.03,1771.77
3811,11,824.0,2454.45,1768.94
3812,3,1166.0,2225.13,1512.49
3813,7,1039.0,583.37,1341.77
3814,14,316.0,1703.98,1819.29
3815,12,472.0,1993.73,1729.47
3816,3,13.0,1171.87,1171.84
3817,5,870.0,2004.6,1706.77
3818,3,386.0,1408.95,1375.69
3819,1,786.0,753.65,965.75
3820,6,104.0,659.54,788.78
3821,13,496.0,878.87,1652.33
3822,13,868.0,1576.0,1922.04
3823,10,68.0,837.38,1161.05
3824,1,23.0,917.49,41.47
3825,7,416.0,1819.81,1633.84
3826,5,333.0,401.84,685.98
3827,8,554.0,2150.39,1584.34
3828,14,867.0,371.83,1336.13
3829,8,926.0,290.77,1152.74
3830,6,203.0,2256.39,1553.81
